LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,TOTAL_BILL,TOTAL_PAYMENT,PAYMENT_BILL_RATIO,CREDIT_UTILIZATION,AVERAGE_PAYMENT,AVERAGE_BILL,MAX_PAYMENT_DELAY
60000,2,2,2,26,1,-2,-2,-1,-1,0,-25,-25,-25,1901,38746,39178,0,0,2306,40367,1416,1419,79750,45508,0.5706332288401254,-0.0004166666666666667,7584.666666666667,13291.666666666666,1
200000,2,1,1,27,-2,-2,-2,-2,-2,-2,-3,-3,-3,360,0,0,0,0,363,0,0,0,351,363,1.0341880341880343,-1.5e-05,60.5,58.5,-2
280000,2,2,2,31,0,0,0,0,0,0,147646,150703,156784,156230,159123,163152,7001,10000,6000,5200,6000,5400,933638,39601,0.04241579712908001,0.5273071428571429,6600.166666666667,155606.33333333334,0
50000,2,2,2,24,0,0,0,2,0,0,47608,48933,51415,48977,10082,9936,2118,3600,7,345,1000,400,216951,7470,0.034431738042230736,0.95216,1245.0,36158.5,2
80000,2,2,2,24,2,2,2,2,2,2,22453,23787,23124,26700,27064,27685,2000,0,4300,1100,1200,0,150813,8600,0.057024261834192014,0.2806625,1433.3333333333333,25135.5,2
50000,2,2,2,23,0,0,0,0,-2,-2,33243,16290,12594,0,0,0,2000,2010,0,0,0,0,62127,4010,0.06454520578814364,0.66486,668.3333333333334,10354.5,0
20000,2,1,2,24,0,0,0,0,0,0,18916,18556,19162,19293,19298,19198,1600,1805,1400,405,400,0,114423,5610,0.04902860438897774,0.9458,935.0,19070.5,0
80000,2,1,2,24,0,0,2,0,0,0,39813,46375,43576,28468,25971,23686,9425,1,2012,1091,1006,2516,207889,16051,0.07720947236265507,0.4976625,2675.1666666666665,34648.166666666664,2
20000,2,3,1,27,3,2,0,0,0,0,16004,15450,16892,17396,14017,0,0,1696,1200,22,0,0,79759,2918,0.036585212954024,0.8002,486.3333333333333,13293.166666666666,3
110000,2,2,2,28,0,0,0,0,0,0,106202,105080,107420,107325,108545,105341,5300,5540,5361,4500,4000,4500,639913,29201,0.0456327657040879,0.9654727272727273,4866.833333333333,106652.16666666667,0
50000,2,1,2,28,0,0,-2,-2,-2,-2,31392,-288,-144,-144,-144,6,0,0,0,144,150,0,30678,294,0.009583414824955994,0.62784,49.0,5113.0,0
130000,2,3,2,24,0,0,0,0,0,0,90141,91948,94067,96604,97706,121027,4200,4500,5000,3600,25000,5000,591493,47300,0.07996713401511091,0.6933923076923076,7883.333333333333,98582.16666666667,0
20000,2,1,2,25,-1,0,0,2,0,0,1828,2835,5270,5040,5304,5777,1200,2500,0,500,558,0,26054,4758,0.18262071083135029,0.0914,793.0,4342.333333333333,2
130000,2,2,2,25,2,-1,-1,-1,-1,-1,836,668,1017,1298,550,-286,668,1200,1300,964,1698,60549,4083,66379,16.2574087680627,0.00643076923076923,11063.166666666666,680.5,2
50000,2,3,2,25,0,0,2,2,2,0,41641,44434,45916,46566,45516,46484,3500,2500,1700,0,1700,3900,270557,13300,0.0491578484385915,0.83282,2216.6666666666665,45092.833333333336,2
50000,2,2,2,25,2,2,2,2,2,2,33586,34636,35683,36200,36808,37671,1900,1900,1400,1500,1600,1500,214584,9800,0.04566976102598516,0.67172,1633.3333333333333,35764.0,2
130000,2,2,2,26,0,0,0,0,0,0,187600,185945,183828,164667,132746,57989,6074,6037,4646,4230,1941,2151,912775,25079,0.027475555312097725,1.4430769230769231,4179.833333333333,152129.16666666666,0
80000,2,2,1,26,0,0,2,4,3,2,32183,34454,39559,38640,37721,39965,2820,6000,0,0,3000,0,222522,11820,0.05311834335481436,0.4022875,1970.0,37087.0,4
230000,2,2,1,28,-1,-1,0,0,0,0,1736,67982,72938,54105,18744,5148,68000,7064,4106,5075,1000,4080,220653,89325,0.40482114451197126,0.0075478260869565215,14887.5,36775.5,0
500000,2,1,2,28,0,-1,-1,-1,-1,0,6618,8984,9558,7426,11130,15382,8984,9570,7432,11130,10000,22212,59098,69328,1.1731023046465194,0.013236,11554.666666666666,9849.666666666666,0
160000,2,1,2,27,0,0,0,0,0,0,124573,122730,125319,125283,124170,125140,5800,5900,5900,4300,4600,4400,747215,30900,0.04135355955113321,0.77858125,5150.0,124535.83333333333,0
150000,2,2,1,27,-2,-2,-2,-2,-2,-2,5560,0,0,0,0,0,0,0,0,0,0,0,5560,0,0.0,0.037066666666666664,0.0,926.6666666666666,-2
60000,2,2,2,27,0,0,2,0,0,0,45373,49363,48308,51616,56416,21680,4747,0,5000,5000,0,23999,272756,38746,0.14205370367654607,0.7562166666666666,6457.666666666667,45459.333333333336,2
50000,2,1,2,27,1,2,2,2,2,2,19096,18492,21186,22538,22274,22767,0,3000,2000,400,1000,0,126353,6400,0.05065174550663617,0.38192,1066.6666666666667,21058.833333333332,2
10000,2,1,1,27,0,-1,-1,0,0,-1,6031,836,2032,2150,1490,390,836,2032,1000,1000,390,1632,12929,6890,0.5329105112537706,0.6031,1148.3333333333333,2154.8333333333335,0
140000,2,1,2,28,0,0,0,0,0,0,9598,10631,11349,12661,12606,12869,1500,1195,1507,452,467,470,69714,5591,0.08019909917663597,0.06855714285714286,931.8333333333334,11619.0,0
180000,2,1,2,30,0,0,0,0,0,-1,112106,105872,107685,106060,2958,1079,3800,6000,3000,100,1100,800,435760,14800,0.03396364971543969,0.6228111111111111,2466.6666666666665,72626.66666666667,0
260000,2,1,2,28,0,0,0,0,0,0,85666,92286,93742,93369,82476,73789,10005,4026,3481,141,20074,60308,521328,98035,0.18804859896264922,0.3294846153846154,16339.166666666666,86888.0,0
90000,2,2,1,27,3,2,2,2,0,0,81701,85753,87510,85188,87112,169533,6000,4000,0,4200,3285,7787,596797,25272,0.042346057369591336,0.9077888888888889,4212.0,99466.16666666667,3
20000,2,2,1,29,2,2,2,0,0,0,18985,20271,19658,20086,19630,19627,3100,0,1600,400,393,270,118257,5763,0.04873284456734062,0.94925,960.5,19709.5,2
30000,2,3,1,26,3,2,2,2,2,2,8893,8601,10862,11485,11006,12270,0,2405,1100,0,1600,0,63117,5105,0.08088153746217343,0.2964333333333333,850.8333333333334,10519.5,3
420000,2,2,2,26,-2,-2,-2,-2,-2,-2,62364,30165,106030,33694,49354,44744,30336,107382,33850,49587,47222,57258,326351,325635,0.9978060431866304,0.14848571428571428,54272.5,54391.833333333336,-2
230000,2,2,2,27,-2,-2,-2,-2,-2,-2,326,326,326,326,326,326,326,326,326,326,326,326,1956,1956,1.0,0.001417391304347826,326.0,326.0,-2
90000,2,2,1,28,0,0,0,0,0,0,59694,55282,60630,58919,47850,48034,2852,15678,7763,1686,1735,1518,330409,31232,0.09452527019542446,0.6632666666666667,5205.333333333333,55068.166666666664,0
210000,2,2,1,27,2,2,2,0,0,0,170646,174134,167095,161573,122362,116243,7800,16,6800,3800,5134,4000,912053,27550,0.030206577907204955,0.8126,4591.666666666667,152008.83333333334,2
230000,2,2,2,27,0,0,0,0,0,0,73521,75691,77867,80957,83695,86184,4000,4000,5000,5000,4000,8000,477915,30000,0.06277266878001318,0.31965652173913045,5000.0,79652.5,0
100000,2,2,2,30,0,0,0,0,0,0,85841,74564,78351,79030,56016,36210,4000,5000,3006,2023,3000,1500,410012,18529,0.04519136025287065,0.85841,3088.1666666666665,68335.33333333333,0
20000,2,3,1,30,0,0,0,-2,-1,0,12304,17000,0,0,700,700,5170,0,0,700,0,0,30704,5870,0.1911803022407504,0.6152,978.3333333333334,5117.333333333333,0
20000,2,3,2,27,0,0,0,0,0,0,20288,20293,20196,19777,20130,19350,1500,1400,2000,3000,1000,1000,120034,9900,0.0824766316210407,1.0144,1650.0,20005.666666666668,0
150000,2,3,2,28,-1,0,0,0,0,0,35199,36206,36343,45180,45694,45694,1588,1971,20000,914,0,1746,244316,26219,0.10731593510044368,0.23466,4369.833333333333,40719.333333333336,0
180000,2,1,2,29,-1,0,0,0,2,0,10265,11288,13093,14874,14339,19068,1200,2000,2000,0,5000,5000,82927,15200,0.18329374027759354,0.057027777777777774,2533.3333333333335,13821.166666666666,2
20000,2,1,2,26,0,0,0,0,0,0,17921,18362,19669,16479,16694,17334,1333,1640,1506,721,1000,1000,106459,7200,0.06763167040832621,0.89605,1200.0,17743.166666666668,0
280000,2,1,2,27,0,0,2,2,-2,-1,18641,21870,2173,-9,-9,3617,6630,10,0,0,3626,2511,46283,12777,0.27606248514573384,0.066575,2129.5,7713.833333333333,2
50000,2,3,2,26,0,0,0,0,0,0,46879,48368,49284,7002,6991,7137,2569,2485,1203,192,199,163,165661,6811,0.041114082373038915,0.93758,1135.1666666666667,27610.166666666668,0
50000,2,3,2,26,0,0,0,0,0,0,35988,26708,25230,26999,27748,28351,1700,2000,3000,1500,1200,1136,171024,10536,0.061605388717373,0.71976,1756.0,28504.0,0
100000,2,2,2,26,0,0,0,0,2,0,6631,7643,8975,11032,10561,10779,1130,1462,2519,0,537,538,55621,6186,0.11121698639003254,0.06631,1031.0,9270.166666666666,2
10000,2,2,2,27,1,2,0,0,0,0,5150,4922,5941,6984,7120,7267,0,1257,1300,400,410,420,37384,3787,0.1013000213995292,0.515,631.1666666666666,6230.666666666667,2
90000,2,1,2,27,0,0,0,0,0,0,85822,83206,74030,70198,71330,65479,3327,3471,3199,2964,2718,2087,450065,17766,0.03947429815693289,0.9535777777777777,2961.0,75010.83333333333,0
120000,2,1,2,29,-1,-1,-1,-1,-1,-1,1914,573,214,4479,980,690,573,219,4484,980,690,0,8850,6946,0.7848587570621469,0.01595,1157.6666666666667,1475.0,-1
250000,2,2,2,29,2,2,2,0,0,0,252354,258503,252087,246649,177663,125960,11783,0,8065,5404,5000,5000,1313216,35252,0.026844022613187777,1.009416,5875.333333333333,218869.33333333334,2
180000,2,1,2,29,-1,-1,-1,-1,-1,-1,9418,-897,2331,3596,3125,2702,0,5028,6411,3155,2702,10909,20275,28205,1.3911220715166461,0.05232222222222222,4700.833333333333,3379.1666666666665,-1
350000,2,2,2,29,0,0,0,0,0,0,209234,205458,200654,196308,192735,190735,7280,7360,8568,6600,6711,6883,1195124,43402,0.036315896927850165,0.5978114285714285,7233.666666666667,199187.33333333334,0
250000,2,2,2,31,-2,-2,-2,-2,-1,2,1242,0,0,0,3394,3244,0,0,0,3394,0,37895,7880,41289,5.239720812182741,0.004968,6881.5,1313.3333333333333,2
140000,2,2,1,29,0,0,0,0,0,0,100064,95224,104440,88467,71519,63150,6029,30000,7981,3000,3000,3000,522864,53010,0.10138391627650785,0.7147428571428571,8835.0,87144.0,0
50000,2,1,2,28,-1,-1,-1,-1,0,0,390,390,390,39685,40109,41303,390,780,39685,1337,5000,4696,122267,51888,0.4243827034277442,0.0078,8648.0,20377.833333333332,0
150000,2,1,2,28,2,2,2,0,0,0,145096,147384,143225,147115,145015,110635,5000,0,6000,0,3000,23747,838470,37747,0.045018903478955714,0.9673066666666666,6291.166666666667,139745.0,2
160000,2,1,2,28,0,-1,-1,-2,-2,-2,4122,1770,0,0,0,0,2000,0,0,0,0,0,5892,2000,0.3394433129667346,0.0257625,333.3333333333333,982.0,0
130000,2,3,1,28,0,0,0,0,0,0,29974,28037,37414,42816,43089,37101,5026,15430,12015,8020,1060,5017,218431,46568,0.21319318228639708,0.23056923076923078,7761.333333333333,36405.166666666664,0
340000,2,2,1,26,0,0,0,0,0,0,95878,97594,99835,102801,106263,98797,4500,5000,6000,7000,6000,30000,601168,58500,0.09731056875948155,0.28199411764705884,9750.0,100194.66666666667,0
260000,2,2,2,26,0,0,0,0,0,0,16150,17880,22248,26842,35997,55272,2000,5000,5000,10000,20000,15000,174389,57000,0.326855478269845,0.062115384615384614,9500.0,29064.833333333332,0
110000,2,1,2,26,0,0,0,0,0,0,38920,28276,25171,26200,26567,26990,1700,1800,1750,1100,1000,1000,172124,8350,0.04851153819339546,0.3538181818181818,1391.6666666666667,28687.333333333332,0
400000,2,1,2,29,0,0,0,0,0,0,7191,8856,6181,7859,4899,1466,2000,1500,2000,1000,500,1000,36452,8000,0.21946669592889279,0.0179775,1333.3333333333333,6075.333333333333,0
70000,2,1,2,29,0,0,0,2,2,2,40048,40783,44205,44784,43763,46646,1700,4100,1600,0,3600,2000,260229,13000,0.04995600029205046,0.5721142857142857,2166.6666666666665,43371.5,2
20000,2,3,1,31,-1,5,4,3,2,0,14320,13815,13403,12888,12019,11500,0,86,0,0,435,480,77945,1001,0.012842388863942523,0.716,166.83333333333334,12990.833333333334,5
60000,2,2,1,28,2,2,0,0,2,0,17942,17361,18081,20108,19487,35160,0,1304,2331,0,16000,2000,128139,21635,0.16884008771724454,0.2990333333333333,3605.8333333333335,21356.5,2
80000,2,1,2,29,2,2,2,2,2,0,54313,57988,59271,60013,58453,60155,4600,2800,2300,0,2800,6300,350193,18800,0.053684682446536625,0.6789125,3133.3333333333335,58365.5,2
150000,2,2,1,31,2,0,0,0,0,0,101425,104014,108229,109374,111279,125353,3872,5500,4005,3241,15500,4000,659674,36118,0.054751286241385894,0.6761666666666667,6019.666666666667,109945.66666666667,2
200000,2,5,2,29,-1,-1,-1,0,-1,0,9383,37303,21244,7422,27761,21715,37465,21321,1200,27761,5548,30966,124828,124261,0.9954577498638126,0.046915,20710.166666666668,20804.666666666668,0
110000,2,1,2,29,-1,-1,-1,-1,-1,-1,316,31895,316,316,316,31775,31895,316,316,316,31775,1152,64934,65770,1.0128746111436226,0.002872727272727273,10961.666666666666,10822.333333333334,-1
450000,2,2,2,29,0,0,0,0,0,0,371724,359672,56033,31126,18345,12836,10000,1500,2109,5000,1000,3020,849736,22629,0.026630624099720383,0.8260533333333333,3771.5,141622.66666666666,0
160000,2,2,2,29,0,0,0,-1,-1,0,21898,23075,24010,400,16903,17248,5004,8004,400,16903,345,352,103534,31008,0.29949581779898393,0.1368625,5168.0,17255.666666666668,0
150000,2,2,2,28,0,0,0,0,2,2,49278,50156,51849,54659,55681,53878,2000,2500,4300,2500,0,2800,315501,14100,0.04469082506870026,0.32852,2350.0,52583.5,2
30000,2,1,1,28,0,0,0,0,0,0,30497,30665,30945,31070,30969,30620,1800,1900,1776,1500,1100,2504,184766,10580,0.05726161739714017,1.0165666666666666,1763.3333333333333,30794.333333333332,0
160000,2,2,2,29,-1,-1,-1,-1,-1,-1,1194,2108,1086,1874,2920,0,2108,1086,1874,2920,0,1222,9182,9210,1.003049444565454,0.0074625,1535.0,1530.3333333333333,-1
140000,2,1,2,29,0,0,0,0,0,0,51822,52960,57088,62868,65284,69663,2000,5000,6500,3000,5000,5000,359685,26500,0.07367557724119717,0.37015714285714285,4416.666666666667,59947.5,0
50000,2,1,2,28,-1,-1,-1,-1,-1,-1,5953,1044,2450,248,198,0,1044,2450,248,198,0,2890,9893,6830,0.6903871424239361,0.11906,1138.3333333333333,1648.8333333333333,-1
390000,2,1,2,27,2,2,0,0,0,2,393415,379486,375899,374302,395430,384825,0,16000,15000,29000,0,12000,2303357,72000,0.031258723680263195,1.0087564102564102,12000.0,383892.8333333333,2
300000,2,2,1,28,-1,-1,-1,-1,-2,-2,16666,1000,16666,0,0,0,1000,16666,0,0,0,0,34332,17666,0.5145636723756263,0.055553333333333337,2944.3333333333335,5722.0,-1
50000,2,2,2,29,2,2,2,2,2,0,43629,46376,45354,49086,48027,49037,3790,0,4500,0,1751,1736,281509,11777,0.04183525215890078,0.87258,1962.8333333333333,46918.166666666664,2
70000,1,2,2,29,-2,-2,-2,-2,-2,-2,-8187,-17810,-595,7462,9390,5183,0,100104,10000,15000,10000,20000,-4557,155104,-34.03642747421549,-0.11695714285714286,25850.666666666668,-759.5,-2
170000,2,2,2,28,0,0,0,2,0,0,44996,46045,48989,47900,51088,54256,2100,4000,0,4000,4000,4000,293274,18100,0.06171702912634601,0.2646823529411765,3016.6666666666665,48879.0,2
160000,2,3,1,45,-1,-1,-2,-2,-1,0,227,-385,-379,-1464,2110,1462,280,6,75,3574,5,246,1571,4186,2.664544875875239,0.00141875,697.6666666666666,261.8333333333333,0
50000,2,1,2,27,2,3,2,2,2,2,34044,33202,34370,34806,35433,36216,0,2000,1300,1500,1500,1500,208071,7800,0.03748720388713468,0.68088,1300.0,34678.5,3
50000,2,2,1,28,1,2,2,2,0,0,38612,37509,15377,12590,11209,7448,0,5000,0,3023,5000,4000,122745,17023,0.13868589351908428,0.77224,2837.1666666666665,20457.5,2
90000,2,1,2,28,-1,-1,-1,-1,-1,-1,2780,1950,7956,499,0,5990,1950,7956,499,0,5990,0,19175,16395,0.8550195567144719,0.03088888888888889,2732.5,3195.8333333333335,-1
200000,2,1,2,25,-1,-1,-1,-1,-1,-1,8926,700,610,5130,12050,4970,700,610,5130,12050,4970,8888,32386,32348,0.9988266534922497,0.04463,5391.333333333333,5397.666666666667,-1
20000,2,2,2,26,0,0,0,0,0,0,15700,16734,17549,17702,10400,0,1600,1400,1171,600,0,0,78085,4771,0.06110008324262022,0.785,795.1666666666666,13014.166666666666,0
50000,2,2,1,30,0,0,0,2,0,-1,31079,30036,6845,4364,2185,2162,2280,2300,0,44,2200,3000,76671,9824,0.1281318881976236,0.62158,1637.3333333333333,12778.5,2
50000,2,2,1,24,1,2,0,0,2,2,12744,12243,16215,20490,19990,0,0,4200,4700,0,0,3390,81682,12290,0.15046154599544576,0.25488,2048.3333333333335,13613.666666666666,2
60000,2,3,2,26,0,0,0,0,0,0,27402,26455,28017,25011,28143,24712,1500,4022,1500,3500,1000,1000,159740,12522,0.07838988356078627,0.4567,2087.0,26623.333333333332,0
30000,2,2,1,33,0,0,0,0,0,0,11042,12051,13101,14413,14476,14792,1200,1250,1537,600,550,600,79875,5737,0.07182472613458529,0.36806666666666665,956.1666666666666,13312.5,0
360000,2,3,2,30,-1,2,2,-1,-1,-1,780,780,390,3115,8069,390,390,0,3115,8069,390,5716,13524,17680,1.3073055309080155,0.0021666666666666666,2946.6666666666665,2254.0,2
20000,2,2,2,22,0,0,0,0,0,0,15513,17908,18652,19156,19206,19948,3000,1666,1500,592,1284,0,110383,8042,0.072855421577598,0.77565,1340.3333333333333,18397.166666666668,0
30000,2,2,2,23,0,0,2,2,2,2,18497,21016,22178,21529,23863,22357,3153,1800,0,3000,0,4255,129440,12208,0.09431396786155748,0.6165666666666667,2034.6666666666667,21573.333333333332,2
80000,2,2,2,25,0,0,2,2,0,0,47369,49524,48461,45943,46660,46118,4400,1500,1500,1742,1800,2100,284075,13042,0.04591041098301505,0.5921125,2173.6666666666665,47345.833333333336,2
20000,2,2,1,22,0,0,0,0,0,0,16366,17385,18142,17245,17657,18370,1600,1600,1600,1000,1000,1000,105165,7800,0.07416916274425903,0.8183,1300.0,17527.5,0
70000,2,2,2,25,0,0,0,0,0,0,69455,70300,70737,70324,55291,56648,2600,2620,2641,2000,2250,2100,392755,14211,0.03618286208959784,0.9922142857142857,2368.5,65459.166666666664,0
120000,2,1,2,26,0,0,0,0,0,0,103452,104546,105326,111987,112652,114337,4000,4000,10000,4000,5000,4200,652300,31200,0.04783075272114058,0.8621,5200.0,108716.66666666667,0
20000,2,1,2,26,1,2,0,0,0,0,17040,16474,17203,18411,18929,19171,0,1300,1500,824,696,1011,107228,5331,0.049716491961054946,0.852,888.5,17871.333333333332,2
20000,2,2,2,22,0,0,0,2,0,0,9848,11192,15677,15133,15582,16677,1515,5000,0,1000,1500,0,84109,9015,0.1071823467167604,0.4924,1502.5,14018.166666666666,2
170000,2,2,2,23,0,-1,0,0,0,0,8806,32192,32555,32292,32372,31202,32192,1608,2301,2379,2202,2688,169419,43370,0.2559925392075269,0.0518,7228.333333333333,28236.5,0
130000,2,2,2,24,0,0,0,0,0,0,121720,115630,115939,109428,90359,89216,4155,5802,3487,2908,3013,3093,642292,22458,0.03496540514283223,0.9363076923076923,3743.0,107048.66666666667,0
180000,2,3,2,32,0,0,0,0,0,0,183512,172194,176105,171475,134590,133146,7700,8254,9600,4712,4995,5000,971022,40261,0.04146250033469891,1.019511111111111,6710.166666666667,161837.0,0
240000,2,2,2,30,0,0,0,0,0,0,89009,71169,67528,64238,65521,65829,3071,2390,2311,2330,2392,2504,423294,14998,0.03543163853019415,0.3708708333333333,2499.6666666666665,70549.0,0
50000,2,2,1,27,0,0,0,0,0,0,50544,50792,50480,50372,50993,7957,2300,2000,2000,2500,289,1000,261138,10089,0.03863474484755187,1.01088,1681.5,43523.0,0
100000,2,1,1,39,2,2,2,2,2,2,94732,97284,99542,99898,99786,97670,5000,4700,2950,3100,5,6170,588912,21925,0.03722967098649713,0.94732,3654.1666666666665,98152.0,2
80000,2,1,2,33,0,0,3,2,0,0,73397,82151,80296,77848,76508,78396,10000,0,0,2788,3171,3000,468596,18959,0.04045915884898719,0.9174625,3159.8333333333335,78099.33333333333,3
10000,2,2,3,46,3,2,2,2,2,4,5997,5753,9629,9328,11411,10652,0,4000,0,2395,0,0,52770,6395,0.12118628008338071,0.5997,1065.8333333333333,8795.0,4
50000,2,2,2,35,0,0,0,0,0,0,48818,49796,50892,50769,48813,49874,2200,2200,1800,1900,2000,2000,298962,12100,0.0404733711976773,0.97636,2016.6666666666667,49827.0,0
80000,2,2,1,35,2,2,2,0,0,2,22001,23339,22677,23692,25406,26050,2000,0,1395,2109,1196,0,143165,6700,0.04679914783641253,0.2750125,1116.6666666666667,23860.833333333332,2
40000,2,3,1,39,2,2,2,2,2,2,22241,23273,24204,24510,24811,24274,1700,1600,1000,1000,0,2000,143313,7300,0.050937458569704074,0.556025,1216.6666666666667,23885.5,2
90000,2,2,1,40,2,2,0,0,0,0,96249,91839,90758,90537,90263,90268,0,3273,3267,3212,3440,6898,549914,20090,0.0365329851576792,1.0694333333333332,3348.3333333333335,91652.33333333333,2
170000,2,3,1,40,0,0,0,0,0,0,69602,61493,58298,60343,61176,62092,2128,2729,4000,2169,2241,2258,373004,15525,0.04162153757064267,0.4094235294117647,2587.5,62167.333333333336,0
50000,2,3,2,49,0,0,0,0,0,0,101590,50696,49894,49453,29824,29319,1800,1991,1670,1036,1050,1118,310776,8665,0.027881818415836486,2.0318,1444.1666666666667,51796.0,0
10000,2,2,1,41,3,2,2,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,14400,0,0.0,0.24,0.0,2400.0,7
70000,2,3,1,34,1,2,0,0,0,0,76023,73213,68034,68602,30252,47363,0,3000,3000,1508,20000,2500,363487,30008,0.08255590983996676,1.086042857142857,5001.333333333333,60581.166666666664,2
20000,2,2,2,38,0,0,0,0,0,-1,15925,16883,17536,14810,9579,9940,1618,1661,1046,192,10476,2965,84673,17958,0.21208649746672492,0.79625,2993.0,14112.166666666666,0
120000,2,2,2,36,0,0,0,0,0,2,3225,4592,5975,5409,5940,1770,3232,4615,4170,1770,0,7978,26911,21765,0.8087770800044591,0.026875,3627.5,4485.166666666667,2
110000,2,2,1,38,0,0,0,0,0,0,105433,107065,103690,105447,97096,77197,4008,3920,4031,4000,3000,2810,595928,21769,0.03652958075472205,0.9584818181818182,3628.1666666666665,99321.33333333333,0
50000,2,2,1,36,2,2,4,3,2,2,44897,50039,48981,47897,48811,48058,6200,0,0,2000,160,3525,288683,11885,0.04116972596238781,0.89794,1980.8333333333333,48113.833333333336,4
110000,2,2,2,34,0,0,2,0,0,0,10827,11657,8428,9440,11863,10620,2500,0,1200,4000,500,500,62835,8700,0.1384578658391024,0.09842727272727272,1450.0,10472.5,2
50000,2,2,1,37,1,2,0,0,0,0,51377,50253,50047,43142,10677,10105,0,2424,2355,363,361,393,215601,5896,0.02734681193500958,1.02754,982.6666666666666,35933.5,2
360000,2,1,2,31,3,2,2,2,2,2,2500,2500,2500,2500,2500,2500,0,0,0,0,0,0,15000,0,0.0,0.006944444444444444,0.0,2500.0,3
20000,2,2,1,38,3,4,3,2,2,2,18666,18087,17517,16930,18043,17156,0,0,0,1381,0,1600,106399,2981,0.02801718061259974,0.9333,496.8333333333333,17733.166666666668,4
180000,2,1,1,42,0,0,0,0,0,0,79216,80905,82708,84433,86134,88251,3000,3100,3100,3100,3500,8400,501647,24200,0.04824109383690125,0.44008888888888886,4033.3333333333335,83607.83333333333,0
100000,2,2,1,37,0,0,0,0,0,0,100253,101587,100095,98569,99534,100013,4500,4500,5000,4000,3500,3627,600051,25127,0.04187477397754524,1.00253,4187.833333333333,100008.5,0
20000,2,3,1,37,1,2,0,0,2,0,15829,15283,16429,19764,19140,6420,0,1700,4000,0,1000,0,92865,6700,0.07214774134496311,0.79145,1116.6666666666667,15477.5,2
150000,2,3,1,39,2,2,2,0,0,0,151664,153994,147038,122498,75782,71306,6300,0,5000,3000,3000,3000,722282,20300,0.028105366048164014,1.0110933333333334,3383.3333333333335,120380.33333333333,2
60000,2,2,1,27,0,0,0,0,0,-1,40831,34613,28178,23199,572,27425,1617,1616,1008,1036,28848,1100,154818,35225,0.22752522316526502,0.6805166666666667,5870.833333333333,25803.0,0
80000,2,1,2,29,2,2,0,0,2,0,25248,24549,26823,29157,28389,29036,0,3000,2780,0,1100,1500,163202,8380,0.0513474099582113,0.3156,1396.6666666666667,27200.333333333332,2
60000,2,3,1,47,2,3,2,2,2,2,20347,19727,20909,21168,21520,21805,0,1800,900,1000,774,0,125476,4474,0.03565622111001307,0.3391166666666667,745.6666666666666,20912.666666666668,3
20000,2,3,1,43,2,0,0,0,0,0,18310,18739,19411,20209,19880,4341,1300,1500,1257,456,149,191,100890,4853,0.04810189315095649,0.9155,808.8333333333334,16815.0,2
110000,2,2,2,33,0,0,0,0,0,0,104151,106217,108884,112149,112507,114200,3791,4368,5500,3971,6280,10300,658108,34210,0.05198234940161797,0.9468272727272727,5701.666666666667,109684.66666666667,0
100000,2,3,1,41,1,2,0,0,0,0,77208,75377,77044,78333,78130,77761,0,3475,3263,2805,2888,2680,463853,15111,0.03257713111697025,0.77208,2518.5,77308.83333333333,2
280000,2,2,1,37,0,0,0,-2,-2,-2,198823,206000,0,0,0,0,10000,0,0,0,0,0,404823,10000,0.024702153780788147,0.7100821428571429,1666.6666666666667,67470.5,0
130000,2,3,2,36,0,0,0,0,0,0,127544,126771,124824,123174,100585,97687,5963,6316,4845,3471,3673,3590,700585,27858,0.03976391158817274,0.9811076923076923,4643.0,116764.16666666667,0
50000,2,3,2,29,0,0,0,0,0,0,47815,49216,51082,46983,19839,16389,2500,3009,4012,3000,2000,3000,231324,17521,0.07574224896681711,0.9563,2920.1666666666665,38554.0,0
60000,2,2,1,33,0,0,0,0,0,0,50696,54841,56444,53183,55288,55782,5000,2500,2000,3000,2700,2500,326234,17700,0.05425553437103429,0.8449333333333333,2950.0,54372.333333333336,0
70000,2,3,1,34,0,0,0,0,0,0,43071,47338,51424,45121,5515,10424,5000,5000,5000,5000,5000,5000,202893,30000,0.14786118791678374,0.6153,5000.0,33815.5,0
240000,2,2,1,46,0,0,0,0,-2,-2,177221,169897,166064,0,0,0,7053,6520,0,0,0,0,513182,13573,0.02644870630692425,0.7384208333333333,2262.1666666666665,85530.33333333333,0
310000,2,2,2,31,2,0,0,0,2,2,137171,141486,144515,154587,156565,153965,6600,6800,14000,6000,0,5800,888289,39200,0.044129782086685755,0.44248709677419357,6533.333333333333,148048.16666666666,2
20000,2,3,2,33,0,0,0,0,0,0,20023,20239,19164,19393,19725,20054,1300,1400,1300,1000,1000,1000,118598,7000,0.05902291775578003,1.00115,1166.6666666666667,19766.333333333332,0
50000,2,2,1,37,0,0,0,0,0,-2,29969,17791,12592,5022,780,390,1281,1099,1009,10000,0,17458,66544,30847,0.46355794662178407,0.59938,5141.166666666667,11090.666666666666,0
