Actual_Digit,Predicted_Digit,Confidence
3,3,0.99999386
7,7,0.9997387
8,8,0.9999967
5,5,0.9815793
0,0,0.9999855
9,9,0.99484295
3,3,0.99992496
5,5,0.9997363
1,1,0.99987835
1,1,0.99978113
0,0,0.9997618
4,4,0.99964917
4,4,0.9999725
7,7,0.99827456
0,0,0.9995541
1,1,0.9997368
7,7,0.99667776
0,0,0.9999799
1,1,0.99265975
6,6,0.9999998
1,1,0.99780345
4,4,0.99927855
5,5,0.9999295
6,6,0.99999946
6,6,0.9996105
5,5,0.99998957
7,7,0.99999934
8,8,0.99985623
4,4,0.9995541
4,4,0.7337958
7,7,0.9999955
2,2,0.99992317
5,5,0.99998254
3,3,0.9999959
7,7,0.9999375
0,0,0.999999
7,7,0.9989422
7,7,0.99999744
9,9,0.99905163
6,6,0.9999793
4,4,0.99710035
2,2,0.9982503
8,8,0.99999934
5,5,0.94660413
7,7,0.99350035
8,8,0.99994165
3,3,0.9982861
9,9,0.9344687
5,5,0.9999613
8,8,0.99999815
9,9,0.99998385
9,9,0.9990087
8,8,0.9999767
6,6,0.9967209
2,2,0.999871
8,8,0.9995244
9,9,0.80060625
2,2,0.99948984
3,3,0.9999997
6,6,0.9999642
1,1,0.99543464
1,1,0.9997331
8,8,0.99998707
9,9,0.99998564
3,3,0.9999837
4,4,0.9997251
0,0,0.9999884
7,7,0.9999967
9,9,0.9968144
6,6,0.9999153
4,4,0.9958679
1,1,0.9995002
4,4,0.9999834
1,1,0.99978495
3,3,0.9999828
4,4,0.999569
9,9,0.9997783
3,3,0.999994
1,1,0.99473584
4,4,0.9999947
7,7,0.9999874
7,7,0.9995455
4,4,0.9999998
7,7,0.9999499
2,2,0.999556
9,9,0.999988
3,3,0.9999806
0,0,0.99895525
8,8,0.99999994
8,0,0.8209535
8,8,0.9999946
4,4,0.99975574
0,0,0.999999
4,4,0.9999297
4,4,0.99531955
1,1,0.9996249
5,5,0.99999803
2,2,0.99999994
8,8,0.99988395
3,3,0.9917119
4,4,0.99746495
9,9,0.9999984
5,5,0.9998729
2,2,0.9988393
8,8,0.9977204
1,1,0.9989612
5,5,0.9999239
3,3,0.99996966
7,7,0.99116635
9,9,0.99846727
4,4,0.99996465
2,2,0.9999998
5,5,0.9999015
6,6,0.9999288
3,3,0.41265088
5,5,0.9999978
9,9,0.9995559
3,3,0.99996823
5,5,0.9985987
9,9,0.997732
3,7,0.46939832
1,1,0.99991494
9,9,0.9933236
5,5,0.8532403
3,3,0.99995166
0,0,0.9998343
6,6,0.99997634
9,9,0.9999655
8,8,0.99999934
4,4,0.9998781
0,0,0.99997574
4,4,0.99020875
9,5,0.77506375
2,2,0.9966964
9,9,0.9997661
0,0,0.99999887
1,1,0.99894875
0,0,0.99979734
3,3,0.9807561
1,1,0.9978156
6,6,0.99999577
5,5,0.9999952
8,8,0.9999357
1,1,0.9998974
5,5,0.9999681
3,3,0.9937426
3,5,0.68934596
0,0,0.99994785
3,3,0.9999532
5,5,0.99789125
5,5,0.9999264
9,9,0.9995102
2,2,0.94086444
8,8,0.9999307
7,7,0.9988017
0,0,0.99999124
4,4,0.9999997
9,9,0.9958279
1,1,0.9998622
9,9,0.9987552
7,7,0.9999992
7,7,0.9990976
5,5,0.9998524
5,5,0.8780666
2,2,0.9999942
0,0,0.97918165
9,9,0.9999648
1,1,0.99990124
8,8,0.9999457
6,6,0.99949795
2,2,0.99984336
3,3,0.99997765
9,9,0.8975894
6,6,0.9999998
2,2,0.9995062
1,1,0.999898
9,9,0.99998087
1,1,0.99963784
3,3,0.9999406
5,5,0.9999141
5,5,0.999916
0,0,0.99996334
3,3,0.9995927
8,8,0.998926
3,3,0.9997418
3,3,0.99996203
7,7,0.996694
6,6,0.99980426
6,5,0.5894312
0,0,0.9999996
1,1,0.9998727
4,4,0.9996866
0,0,0.9999959
6,6,0.9997499
9,9,0.99965835
8,8,0.99999124
1,1,0.9995151
2,2,0.9944906
9,9,0.45524275
9,9,0.99984455
5,5,0.99998623
9,9,0.9998947
7,7,0.9998195
3,3,0.9999983
7,7,0.99996287
8,8,0.9607405
0,0,0.9999983
1,1,0.99964035
3,3,0.99999946
0,0,0.9999606
4,4,0.99996966
6,6,0.9999935
1,1,0.9990147
0,0,0.99999136
2,2,0.9780463
5,5,0.99997467
8,8,0.9047143
4,4,0.9999997
4,4,0.999999
1,1,0.99802995
1,1,0.9999239
5,5,0.99999994
4,4,0.9999178
6,0,0.6029276
6,6,0.99999994
0,0,0.9999983
6,6,0.99994487
9,9,0.99996406
2,2,0.99999875
6,6,0.9999998
2,2,0.99999994
7,7,0.9995341
1,1,0.99516326
7,7,0.99950665
9,9,0.99996895
4,4,0.99996287
0,0,0.9999817
0,0,0.9999941
3,3,0.99999994
8,8,0.99999887
2,2,0.99999005
2,2,0.99996096
3,3,0.9999922
1,1,0.9998605
6,6,0.9999129
0,0,0.9999998
5,5,0.99999994
7,7,0.997986
7,7,0.9993115
9,9,0.99023765
2,2,0.99999994
6,6,0.99998397
7,7,0.9976794
9,9,0.4622816
7,7,0.9999302
8,8,0.9883922
6,6,0.99988097
8,8,0.9999952
8,8,0.99596167
4,4,0.9999985
6,6,0.9999928
8,8,0.9994827
4,4,0.99997884
1,1,0.9997635
2,2,0.99999994
8,8,0.9999983
1,2,0.7083422
3,3,0.99999994
9,9,0.9999952
4,4,0.9999898
0,0,0.9998386
3,3,0.9940927
7,7,0.9999947
3,3,0.99999994
2,2,0.99999934
3,3,0.99998826
3,3,0.99997276
7,7,0.99963015
3,3,0.9995902
4,4,0.99933106
0,0,0.9999941
6,6,0.99995095
2,2,0.99997276
0,0,0.9999921
8,8,0.9998481
1,1,0.9986407
5,5,0.99999005
3,3,0.9999247
5,5,0.9999953
4,4,0.9999581
1,1,0.9995678
7,7,0.99990445
1,1,0.9999086
5,5,0.95033485
7,7,0.9999141
5,5,0.99461675
7,7,0.99882585
3,3,0.9999922
2,2,0.9999996
2,2,0.9979492
7,7,0.99995965
3,3,0.9966376
7,7,0.8769842
3,3,0.99824685
7,7,0.9998715
8,8,0.99996513
5,5,0.999999
4,4,0.93100137
5,5,0.98687357
2,2,0.9999997
5,5,0.99967706
6,6,0.9999959
5,5,0.99999994
3,3,0.99994177
6,6,0.99995464
7,7,0.9998941
4,4,0.99995416
1,1,0.9997957
7,7,0.99999183
1,1,0.9998572
5,5,0.99930334
2,2,0.9999948
3,3,0.9561653
6,6,0.98661554
3,3,0.99999756
1,1,0.97293186
4,4,0.99252135
2,2,0.99379295
6,6,0.9999853
7,7,0.9982391
4,4,0.9999955
3,3,0.99660623
8,8,0.9999917
0,0,0.999994
6,6,0.99998814
2,2,0.99997216
1,1,0.9999322
6,6,0.99999994
5,5,0.9999915
3,3,0.9981337
9,9,0.99998957
1,1,0.99923885
9,9,0.9999228
3,3,0.99999434
2,2,0.9973838
1,1,0.99906296
8,8,0.9999754
4,4,0.99994665
4,4,0.9999973
6,6,0.9999934
5,5,0.87747157
8,8,0.99999005
6,6,0.9999929
9,9,0.99363273
7,7,0.999666
7,7,0.99999624
8,8,0.99997634
6,6,0.9999971
9,9,0.99995774
7,7,0.97267795
3,3,0.9971618
9,9,0.99999374
4,4,0.99999994
0,0,0.9999946
5,5,0.99753225
4,4,0.9995124
6,6,0.9997548
4,4,0.99999934
1,1,0.9996824
2,2,0.9998734
3,3,0.9999983
0,0,0.9999915
0,0,0.99999994
2,2,0.9999557
6,6,0.99999624
6,6,0.9999998
5,5,0.99999267
7,7,0.99918693
0,0,0.9987848
8,8,0.9998849
6,6,0.999996
4,4,0.9999992
7,7,0.99693084
9,9,0.99981976
0,0,0.99994403
7,7,0.9999953
3,3,0.999866
4,4,0.999876
2,2,0.999999
1,1,0.98338
8,8,0.9999921
8,8,0.9999998
5,5,0.9999996
9,9,0.9999992
2,2,0.99999934
7,7,0.9998824
1,1,0.9989056
8,8,0.9999159
8,8,0.9986825
8,8,0.9889006
2,2,0.9979181
7,7,0.99999505
6,6,0.99993914
0,0,0.999978
1,1,0.99942195
2,2,0.99999684
7,7,0.97081846
1,1,0.99990684
0,0,0.99999946
8,8,0.9980536
3,3,0.9999997
6,6,0.9936373
0,0,0.9997945
5,5,0.99999624
3,3,0.99999803
6,6,0.99973774
2,2,0.9999998
8,8,0.9998193
7,7,0.4921399
0,0,0.99999934
1,1,0.9990969
4,4,0.9999804
2,2,0.9976255
1,1,0.9999029
1,1,0.9998393
4,4,0.9999724
4,4,0.99994475
4,4,0.99999994
4,4,0.99978256
7,7,0.99338275
1,1,0.9989241
6,6,0.9984859
2,2,0.99863356
9,9,0.9971359
9,9,0.99999374
0,0,0.9999923
0,0,0.99996847
1,1,0.9996185
8,8,0.999607
8,8,0.9996248
4,4,0.9999462
3,3,0.99997336
4,4,0.9999917
2,2,0.9994989
0,0,0.9987953
6,6,0.99550843
1,1,0.99989516
6,6,0.99877715
1,1,0.9996432
2,2,0.99726915
2,2,0.99999994
2,2,0.9999998
1,1,0.9985178
2,2,0.9987898
3,3,0.9991899
7,7,0.9995149
8,8,0.99607116
1,1,0.9994091
0,0,0.9999996
0,0,0.9981081
2,2,0.99981236
1,1,0.99970067
6,6,0.99873894
6,6,0.9999997
0,0,0.9999998
1,1,0.99951905
6,6,0.9999437
2,2,0.9999996
5,5,0.99982405
1,1,0.99976563
7,7,0.9997213
4,4,0.99999875
8,8,0.9999997
2,2,0.99206316
1,1,0.9994901
4,4,0.99998146
3,3,0.99994045
8,8,0.9995274
3,3,0.99998635
9,9,0.9999668
9,9,0.99994594
4,4,0.9810976
8,8,0.8361729
3,3,0.9999928
4,4,0.99920326
7,7,0.9999836
2,2,0.99999946
7,7,0.99999636
5,5,0.9999998
7,7,0.9999296
0,0,0.99994856
4,4,0.9999892
3,3,0.9999899
3,3,0.9993145
2,2,0.9999979
6,6,0.99757767
7,7,0.9976247
6,6,0.99996895
0,0,0.99843955
0,0,0.9999886
6,6,0.99999994
7,7,0.9999972
7,7,0.9999673
0,0,0.99999696
5,5,0.99997145
5,5,0.99991614
8,8,0.9999941
1,1,0.99980664
0,0,0.99999934
7,7,0.96518797
0,0,0.9869216
2,2,0.99964607
8,8,0.99865925
1,1,0.99961036
5,5,0.99763787
0,0,0.999922
8,8,0.99990803
8,8,0.9999873
0,0,0.99999934
3,3,0.9788979
2,2,0.9999986
7,7,0.9999911
7,7,0.9939728
2,2,0.96111083
6,6,0.99990815
4,4,0.9999632
7,7,0.9670155
5,5,0.99873537
5,5,0.9998855
5,5,0.98408306
2,2,0.9550052
9,9,0.9999818
2,2,0.9994682
8,8,0.9999797
4,4,0.9999203
6,6,0.99825364
8,8,0.99813324
6,6,0.99202734
5,5,0.9999972
0,0,0.9999997
0,0,0.9993085
8,8,0.99999744
7,7,0.9997206
6,6,0.9999698
1,1,0.99947083
7,7,0.99988824
1,1,0.9997177
1,1,0.99985576
2,2,0.99999994
7,7,0.9999948
4,4,0.9999998
0,0,0.9999313
0,0,0.9999985
7,7,0.9999694
7,7,0.99982595
6,6,0.9999998
3,3,0.9999692
8,8,0.9999985
6,6,0.98968065
4,4,0.9999992
2,2,0.9983905
0,0,0.9999983
9,9,0.8734459
4,4,0.9999991
0,0,0.9999992
5,5,0.99999803
7,7,0.9998646
8,8,0.9999874
2,2,0.9995077
7,7,0.99931604
4,4,0.96615034
7,7,0.99997586
1,1,0.9999376
1,1,0.9996463
3,3,0.998715
6,6,0.9999897
6,6,0.99998003
2,6,0.71263224
9,9,0.99997634
1,1,0.99980617
9,9,0.99995047
4,4,0.9892988
8,8,0.9999432
3,3,0.9997866
6,6,0.9999922
9,9,0.9865012
5,5,0.9999874
9,9,0.99997014
6,6,0.9999868
2,2,0.9999972
4,4,0.99999994
6,6,0.99979544
7,7,0.9999955
7,7,0.99999887
0,0,0.9999971
6,6,0.9999462
6,6,0.9999922
9,9,0.9999613
4,4,0.99491477
8,8,0.99975467
3,3,0.9999792
5,5,0.99999493
3,3,0.99999887
4,4,0.99891764
9,9,0.9972076
0,0,0.9974865
0,0,0.9999967
5,5,0.99935
2,2,0.99918836
5,5,0.99997145
0,0,0.99990517
7,7,0.9998677
1,1,0.99957293
1,1,0.9995679
1,1,0.99963856
6,0,0.8872054
7,7,0.99967957
6,6,0.9999874
7,7,0.99617255
9,9,0.9996287
6,6,0.9984412
6,6,0.9999209
4,4,0.9965246
1,1,0.9961582
4,4,0.99997884
3,3,0.9993097
1,1,0.99994856
1,1,0.99958235
2,2,0.9999978
2,2,0.9983855
4,4,0.99958044
1,1,0.9998905
0,0,0.99999684
8,8,0.9999986
7,7,0.9985309
6,6,0.9999055
3,3,0.99999267
4,4,0.9999555
0,0,0.9999998
0,0,0.9999948
6,6,0.9999543
3,3,0.93346983
3,3,0.99999934
0,0,0.99952096
7,7,0.8870413
1,1,0.9995484
7,7,0.99776894
1,1,0.9999332
1,1,0.99996585
3,3,0.99977016
1,1,0.7895199
0,0,0.99999946
9,9,0.9999955
9,9,0.9997114
7,7,0.9999979
5,5,0.9999996
4,4,0.9999998
1,1,0.99755424
4,4,0.9999959
8,8,0.99998564
9,9,0.9985475
5,5,0.9999563
3,3,0.99979925
5,5,0.99999636
1,1,0.9990653
9,9,0.9999952
8,8,0.9999843
2,2,0.8956977
3,3,0.9418011
3,3,0.99958223
9,9,0.9978234
9,9,0.99983454
0,0,0.999988
1,1,0.99983525
0,0,0.99999505
2,2,0.99999946
9,9,0.99999267
3,3,0.99999946
9,9,0.99995166
3,3,0.9999998
3,3,0.99999887
6,6,0.9999524
2,2,0.9952422
4,4,0.99751836
9,9,0.99842334
8,8,0.99785745
3,3,0.99999756
7,7,0.99794775
4,4,0.9999854
0,0,0.9998138
4,4,0.99998635
7,7,0.9989049
8,8,0.9999965
4,4,0.9999998
9,9,0.999789
8,8,0.9999979
9,1,0.7360886
9,9,0.99958354
7,7,0.99999255
5,5,0.99998885
9,9,0.99999636
2,2,0.9999967
8,8,0.9999761
2,2,0.9999767
2,2,0.6936419
0,0,0.99998933
2,2,0.9999998
2,2,0.99987745
3,3,0.9999996
8,8,0.99835074
4,4,0.99999994
6,6,0.99981976
8,8,0.99978137
6,4,0.99891716
8,8,0.9999804
2,2,0.9982708
4,4,0.99997526
6,6,0.9999996
7,7,0.9997294
9,9,0.9999364
3,3,0.99999803
3,3,0.99995655
9,9,0.99372005
4,4,0.99983144
3,3,0.999799
1,1,0.99947935
4,4,0.98931766
4,4,0.71683174
7,7,0.9999997
0,0,0.99970865
5,5,0.9999719
9,9,0.9999582
6,6,0.99999875
0,0,0.99995786
4,4,0.9998269
4,4,0.99999756
4,4,0.99999255
4,4,0.99998516
6,6,0.99999994
1,1,0.9998324
2,2,0.99999195
3,3,0.9999879
3,3,0.9984864
6,6,0.82625014
4,4,0.9999611
5,5,0.99993974
9,9,0.99890006
6,6,0.9999978
8,8,0.999479
5,5,0.99998266
6,6,0.9891914
5,5,0.9272048
8,8,0.61088353
6,6,0.9999998
4,4,0.9999421
1,1,0.99991685
8,8,0.9992324
6,6,0.9992209
5,5,0.9997387
2,2,0.9999923
8,8,0.99366033
4,4,0.99999434
5,5,0.99999994
5,5,0.9999843
4,4,0.99591964
7,7,0.9999414
7,7,0.9971089
0,0,0.9467327
7,7,0.99999934
8,8,0.99978447
2,2,0.99991757
2,2,0.99879694
3,3,0.9999985
7,7,0.99775076
0,0,0.9999917
1,1,0.99924064
8,8,0.99957794
0,0,0.9999998
7,7,0.99997944
1,1,0.9999818
9,9,0.99545556
8,8,0.999999
7,7,0.999886
5,5,0.9999779
5,5,0.9992191
9,9,0.99505496
1,1,0.9998823
7,7,0.9999998
5,5,0.9999991
4,4,0.9999903
9,9,0.75595194
1,1,0.9938617
2,2,0.67815816
2,2,0.99311024
1,1,0.9127738
6,6,0.99999994
6,6,0.99999994
7,7,0.99997896
1,1,0.9994587
1,1,0.99754107
4,4,0.99687487
0,0,0.9999996
7,7,0.9998875
4,4,0.9999984
2,2,0.9984115
4,4,0.99999124
0,0,0.9999774
6,6,0.999999
4,4,0.99992067
7,7,0.99998087
6,6,0.9999655
9,9,0.98458225
5,5,0.9999375
3,3,0.9999992
4,4,0.9999966
6,6,0.9999997
5,5,0.99981
0,0,0.9999624
1,1,0.9997568
8,8,0.98606133
8,8,0.99995905
2,2,0.9999984
8,8,0.9980961
3,3,0.9999986
5,5,0.99999946
7,7,0.99998766
8,8,0.9999997
0,0,0.9999576
8,8,0.99996763
5,5,0.9999346
7,7,0.99987173
1,1,0.99988323
1,1,0.9995406
0,0,0.99868214
1,1,0.9996254
3,3,0.99999994
7,7,0.9999909
8,8,0.99996835
5,5,0.9999054
0,0,0.99978685
7,7,0.99991745
1,1,0.9999588
1,1,0.99974954
0,0,0.9999967
1,1,0.99994034
1,1,0.9998257
4,4,0.99892277
5,5,0.9936493
2,2,0.99999243
7,7,0.9999227
6,6,0.99999994
2,2,0.98801595
3,3,0.9999985
0,0,0.9999972
2,2,0.9999991
8,8,0.78656924
5,5,0.9997541
9,9,0.99057674
6,6,0.99998516
9,9,0.99842834
7,7,0.99992806
2,2,0.99999994
1,1,0.99889433
3,3,0.99999934
6,6,0.9999996
4,4,0.99637735
1,1,0.99953467
8,8,0.9986442
2,2,0.99999994
4,4,0.9999992
0,0,0.9999997
5,5,0.9999991
1,1,0.99966407
0,0,0.9999797
2,2,0.9901872
2,2,0.9999965
6,6,0.9999797
4,4,0.9999928
4,4,0.9996329
3,3,0.9998986
9,9,0.999851
6,6,0.992992
1,1,0.99976516
6,6,0.99904174
5,5,0.9999997
7,7,0.99999696
9,9,0.99985385
2,2,0.9843932
0,0,0.9999806
2,2,0.99997157
6,6,0.9999886
0,0,0.999851
1,1,0.9994753
4,4,0.9999822
3,3,0.99999815
5,5,0.98918647
2,2,0.9999991
8,8,0.9999979
8,8,0.99998873
0,0,0.99995154
8,8,0.99990135
8,8,0.9999965
9,9,0.9987088
0,0,0.99947447
9,9,0.99970293
6,6,0.9999998
7,7,0.99997276
6,6,0.99998707
3,3,0.9999986
9,9,0.9974207
3,3,0.99995476
4,4,0.8821639
7,7,0.99986434
7,7,0.9999772
7,7,0.99757
4,4,0.9999996
9,9,0.9963934
0,0,0.9997699
6,6,0.99989873
4,4,0.7873028
8,8,0.75501883
4,4,0.9995236
2,2,0.99837315
7,7,0.952312
2,2,0.9999992
8,8,0.99989516
1,1,0.9997088
0,0,0.99997705
0,0,0.9999998
7,7,0.9992385
8,8,0.99999696
3,3,0.99966145
3,3,0.99784863
3,3,0.9999806
1,1,0.999947
3,3,0.9865782
7,7,0.9999557
6,6,0.99886453
1,1,0.9996692
3,3,0.9994298
1,1,0.99943817
6,6,0.99801683
6,6,0.9800966
5,5,0.99999744
7,7,0.82561547
4,4,0.99999887
7,7,0.99997777
5,5,0.99979734
9,9,0.9854089
5,5,0.99665076
8,8,0.9927433
4,4,0.9999935
9,9,0.9999842
9,9,0.99980044
1,1,0.99442303
6,8,0.5407934
5,5,0.9998753
0,0,0.99984527
1,1,0.9993936
3,3,0.9985136
7,2,0.8293192
0,0,0.99995905
3,3,0.9997337
4,4,0.9999984
8,8,0.9999111
2,2,0.96296483
2,2,0.99993175
0,0,0.9999868
2,2,0.9999984
5,5,0.99741906
1,1,0.9986937
5,5,0.67207444
1,1,0.99968517
4,6,0.83402145
8,8,0.9999692
8,8,0.9965972
9,9,0.99998003
1,1,0.99966156
2,2,0.99746925
1,1,0.99967706
3,3,0.99923754
5,5,0.9999996
1,1,0.99912083
0,0,0.9999972
9,9,0.9999307
4,4,0.9999965
4,4,0.9999828
8,8,0.98098516
3,3,0.9995875
2,2,0.6510195
5,5,0.999999
9,9,0.9992572
7,7,0.9999712
6,6,0.99796665
6,6,0.9998949
2,2,0.99999994
0,0,0.99999505
0,0,0.9999884
0,0,0.99999267
5,8,0.8571029
8,8,0.9999998
7,8,0.88990957
1,1,0.9998021
5,5,0.9990575
2,2,0.8280432
3,3,0.99999183
8,8,0.9999998
5,5,0.99999875
1,1,0.99993366
8,8,0.9999971
2,2,0.9999257
0,0,0.9944742
4,4,0.9999998
9,9,0.99984264
9,9,0.9964792
6,6,0.9999996
2,2,0.9999996
3,3,0.99999815
3,3,0.99998456
5,5,0.9999909
6,6,0.99999994
4,4,0.9999997
8,8,0.9999959
0,0,0.9999992
9,9,0.95929617
2,2,0.99999803
8,8,0.99649227
3,3,0.9988405
6,6,0.9998691
7,7,0.99983406
5,5,0.9999742
7,7,0.9792728
2,2,0.99984574
9,9,0.99998134
4,4,0.99999994
9,9,0.9999543
1,1,0.99965036
2,2,0.9999997
8,8,0.9999996
6,6,0.9947591
0,0,0.9999947
7,7,0.99988943
0,0,0.99999934
9,9,0.8829491
1,1,0.99712247
1,1,0.998227
6,6,0.5403319
7,7,0.99999815
5,5,0.9925346
9,9,0.9804316
9,9,0.99937934
1,1,0.9993281
9,9,0.8527888
5,5,0.99999684
9,9,0.99964345
2,2,0.9963854
5,5,0.99978924
0,0,0.99998206
4,4,0.99999994
1,1,0.99988633
0,0,0.9999421
8,8,0.99999267
9,9,0.7227205
0,0,0.99998397
8,8,0.8947513
9,9,0.9999661
8,8,0.9999885
9,9,0.9948939
4,4,0.9999897
2,2,0.999442
5,5,0.99991506
7,7,0.9996031
9,9,0.9976289
8,8,0.99985623
9,9,0.99883705
8,8,0.99999994
0,0,0.9999996
9,9,0.9999141
9,9,0.9999972
6,6,0.9999998
8,8,0.9999998
9,9,0.9999773
9,9,0.9996979
5,5,0.999876
9,9,0.9996561
8,8,0.9999998
5,5,0.99906504
1,1,0.999251
0,0,0.9999297
3,3,0.9999996
3,3,0.9996842
5,5,0.9999923
2,2,0.9999835
1,1,0.9992988
6,6,0.99999815
5,5,0.9971997
0,0,0.9999979
2,2,0.99996954
8,8,0.9999828
1,1,0.6723782
5,5,0.99999744
6,6,0.9999228
2,2,0.9999532
3,3,0.9999997
0,0,0.99998564
2,2,0.99999803
2,2,0.99935204
6,6,0.9999997
4,4,0.9999948
3,3,0.9999129
5,5,0.9999773
5,5,0.9996444
1,1,0.9999165
7,7,0.99999994
2,2,0.99991983
1,1,0.9995552
6,6,0.99999934
9,9,0.9953381
1,1,0.99960345
9,9,0.8988846
9,9,0.9998788
5,5,0.9999606
5,5,0.9999817
1,1,0.99988455
6,6,0.9999781
2,2,0.99999994
2,2,0.99999994
8,8,0.9999996
6,6,0.99999946
7,7,0.9999837
1,1,0.99729115
4,4,0.99986625
6,6,0.98727673
0,0,0.99998003
4,4,0.61903656
0,0,0.99938124
3,3,0.97993594
3,3,0.99999756
2,2,0.99999994
2,2,0.98859346
3,3,0.99999994
6,6,0.9999941
8,8,0.99996644
9,9,0.9919074
8,8,0.9602396
5,5,0.99998087
3,3,0.9999978
8,8,0.99909115
5,5,0.9999842
4,4,0.99999696
5,5,0.99998873
2,2,0.9999959
0,0,0.99999744
5,5,0.9999984
6,6,0.9997568
3,3,0.99070346
2,2,0.99999946
8,8,0.99998564
3,3,0.9999835
9,9,0.9999992
9,9,0.9937101
5,5,0.9987824
7,7,0.99945796
9,9,0.9940271
4,4,0.98491895
6,6,0.9999868
7,7,0.9999991
1,1,0.99763095
3,3,0.9999867
7,7,0.9156642
3,3,0.99991137
6,6,0.9999438
6,6,0.99999803
0,0,0.99999887
9,9,0.9999532
0,0,0.9999935
1,1,0.99960667
9,9,0.9660749
9,9,0.7412591
2,2,0.99945915
8,8,0.9998672
8,8,0.989999
0,0,0.9996879
1,1,0.999206
6,6,0.99999696
9,9,0.99998957
7,7,0.99999136
5,5,0.9995423
3,3,0.97994715
4,4,0.99995893
7,7,0.9994265
4,4,0.99908936
9,9,0.9999986
9,9,0.99857366
4,4,0.9993816
3,3,0.99873704
6,6,0.999983
3,3,0.9999941
1,1,0.9989198
1,1,0.9996162
7,7,0.7022159
6,6,0.9999991
9,9,0.9992639
1,1,0.9998107
8,8,0.9999967
4,4,0.99987173
1,1,0.9999048
1,1,0.9996612
9,9,0.99956065
9,9,0.9994296
4,4,0.7749159
3,3,0.99684423
6,6,0.9999953
8,8,0.99999756
1,1,0.9997406
6,6,0.9998979
0,0,0.9999928
4,4,0.9999929
1,1,0.99977994
3,3,0.9999996
7,7,0.6567087
7,7,0.9999934
4,4,0.9982815
9,9,0.98939997
5,5,0.9998162
1,1,0.998061
0,0,0.9999997
0,0,0.9999996
1,1,0.9999495
1,1,0.9999736
6,6,0.9963348
2,2,0.99996454
1,1,0.99983454
9,9,0.9999053
8,8,0.99999803
4,4,0.9999992
0,0,0.99999815
3,3,0.99581444
6,6,0.9999998
4,4,0.99996954
9,9,0.99761456
0,0,0.9993724
7,7,0.99999887
1,1,0.99853736
6,6,0.99998754
5,5,0.9997277
7,7,0.9901902
5,5,0.99997574
2,2,0.9984483
5,5,0.9999283
1,1,0.99996334
8,8,0.9999828
5,5,0.99988395
4,4,0.9999834
7,7,0.9987737
0,0,0.99999803
6,6,0.768921
7,7,0.99999326
0,0,0.9852463
2,2,0.9999952
5,5,0.9996954
8,8,0.9999251
1,1,0.9999545
0,0,0.9999984
4,4,0.99985003
5,5,0.9999948
7,7,0.9999998
1,1,0.9968548
8,8,0.70681375
5,5,0.99996287
1,1,0.99970543
9,9,0.38263276
0,0,0.9999028
0,0,0.9998805
6,6,0.99941695
0,0,0.99998695
7,7,0.9999965
3,3,0.9998684
1,1,0.9999656
8,8,0.99907947
3,3,0.9999582
9,9,0.99966466
7,7,0.9999736
0,0,0.99989134
0,0,0.9999917
8,8,0.99929047
9,9,0.99934214
5,5,0.999971
9,9,0.9999638
8,8,0.9999699
3,3,0.99999803
2,2,0.9999997
7,7,0.99981904
2,2,0.997621
9,9,0.9989946
7,7,0.9986893
2,2,0.9999955
1,1,0.999877
1,1,0.99962574
3,3,0.9999998
7,7,0.999909
5,5,0.999993
3,3,0.9999818
1,1,0.9981557
9,9,0.99776834
8,8,0.99994594
2,2,0.9999947
2,2,0.9996006
2,2,0.9999998
8,8,0.9997473
8,8,0.99943244
5,5,0.9999886
7,7,0.99997133
3,3,0.9998019
8,8,0.9996915
9,9,0.9999942
8,8,0.9993631
8,8,0.999254
6,6,0.9999624
8,8,0.98946136
2,2,0.999996
3,3,0.9999109
9,9,0.9981844
7,7,0.99999565
5,5,0.9997833
6,6,0.99998015
2,2,0.99999374
9,9,0.9984061
2,2,0.9998906
8,8,0.9999884
8,8,0.9969082
1,1,0.9997816
6,6,0.9999574
8,8,0.99856484
8,8,0.99946487
7,7,0.99993485
9,9,0.9969577
1,1,0.9999631
8,8,0.99934906
0,0,0.9977686
1,1,0.9991905
7,7,0.9992065
2,2,0.99997765
0,0,0.99999994
7,7,0.9999803
5,5,0.99825686
1,1,0.9999431
9,9,0.99940884
0,0,0.99999946
2,2,0.9318303
0,0,0.99998325
9,9,0.99851924
8,8,0.99976945
6,6,0.999942
2,2,0.99999887
3,3,0.99999994
9,0,0.4633942
3,3,0.9999991
8,8,0.99824613
0,0,0.99999696
2,2,0.9994651
1,1,0.9997182
1,1,0.99994594
1,1,0.9995119
1,1,0.98921734
4,4,0.99998575
2,2,0.9999712
9,9,0.99735236
7,7,0.99994105
2,7,0.99963963
5,5,0.99856734
1,1,0.9991705
1,1,0.99988097
2,2,0.9947064
1,1,0.9999551
9,9,0.9994884
9,9,0.99997264
9,9,0.9985514
1,1,0.99920064
0,0,0.9999971
2,2,0.99971867
0,0,0.9999967
2,2,0.9996149
1,1,0.9993345
1,1,0.9996605
4,4,0.99937814
6,6,0.99740887
4,4,0.99751323
1,1,0.9992484
5,5,0.997423
4,4,0.99964786
9,9,0.999587
7,7,0.97468454
7,7,0.9999996
1,1,0.938275
5,5,0.9999414
6,6,0.99998075
2,2,0.99996835
2,8,0.42752793
2,2,0.9999873
8,8,0.99742264
0,0,0.99999803
6,6,0.9999452
9,9,0.9999818
